periodo_fonte;data_publicacao;hora_publicacao;shortcode;media_id;tipo_midia;vinculo;parceiro_coautores;promovido;url;visualizacoes;visualizadores;contas_meta_alcancadas;interacoes_raw;interacoes_posts_raw;interacoes_reels_raw;curtidas_raw;comentarios_raw;compartilhamentos_raw;salvamentos_raw;contas_com_engajamento_raw;novos_seguidores_raw;novos_seguidores_normalizado;atividade_do_perfil_raw;visitas_ao_perfil_raw;toques_em_links_externos_raw;pct_seguidores_alcance_raw;pct_nao_seguidores_alcance_raw;taxa_interacao_pct_raw;metricas_ausentes;notas;source_path;source_blob_sha;status_validacao
2026-09-01_a_2026-09-14;2026-09-04;12:16:13;Dc3r-ZXP03B;3978842199646227905;reel;colaboracao;raphael_valongo;nao;https://www.instagram.com/insights/media/3978842199646227905/;865;584;;;;;;6;0;0;45;62.9%;;;;;;37.1%;6.24;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=6; rotulo_sem_valor_numerico:novos_seguidores=26.8%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-04;11:46:51;Dc3onWLu4B0;3978827421544317044;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3978827421544317044/;5218;2252;;;52;;;1;8;0;46;0;0;8;8;0;51.1%;48.9%;1;cabecalho_curtidas_comentarios=41/1;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-04;09:51:04;Dc3bXQMAa7y;3978769140990193394;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3978769140990193394/;10800;5564;;;305;;;14;39;3;255;7;7;19;12;0;34.5%;65.5%;2.82;cabecalho_curtidas_comentarios=241/14;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-04;06:02:10;Dc3BKykC_Tu;3978653935338255598;reel;colaboracao;tvsucessoband;nao;https://www.instagram.com/insights/media/3978653935338255598/;1598;963;;;;;;5;13;0;36;50%;;;;;;50%;3.38;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=5; rotulo_sem_valor_numerico:novos_seguidores=50%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-03;16:52:37;Dc1mz9Km1eJ;3978256541988640649;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3978256541988640649/;1297;671;;;22;;;0;0;0;22;0;0;1;1;0;94.1%;5.9%;1.7;cabecalho_curtidas_comentarios=22/0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-03;16:51:59;Dc1mvTHmz4l;3978256221963238949;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3978256221963238949/;1512;806;;;27;;;0;0;0;27;0;0;5;5;0;93.1%;6.9%;1.79;cabecalho_curtidas_comentarios=27/0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-03;16:42:45;Dc1lrmhyNpw;3978251569879112304;reel;colaboracao;cowboydeterno;nao;https://www.instagram.com/insights/media/3978251569879112304/;2036;1337;;;;;;13;1;1;69;40.5%;;;;;;59.5%;4.27;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=13; rotulo_sem_valor_numerico:novos_seguidores=36.5%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-03;16:31:07;Dc1kWfYm75I;3978245721053445704;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3978245721053445704/;909;457;;;22;;;0;0;0;22;0;0;;8;0;94.3%;5.7%;2.42;cabecalho_curtidas_comentarios=22/0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-03;16:04:07;Dc1hQqGAeAK;3978232126096138250;p;colaboracao;carloswriter;nao;https://www.instagram.com/insights/media/3978232126096138250/;2373;1220;;;61;;;10;5;0;48;;;42.8%;;;;57.2%;2.57;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=10; rotulo_sem_valor_numerico:novos_seguidores=9+; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-03;15:40:54;Dc1emstG-Bq;3978220446588592234;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3978220446588592234/;1826;1034;;;36;;;0;1;0;36;0;0;6;6;0;87.1%;12.9%;1.97;cabecalho_curtidas_comentarios=35/0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-03;14:50:55;Dc1Y4iXRR9X;3978195284156292951;p;colaboracao;radarrv;nao;https://www.instagram.com/insights/media/3978195284156292951/;603;373;;;12;;;0;1;0;10;;;84.3%;;;;15.7%;1.99;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=0; rotulo_sem_valor_numerico:novos_seguidores=9+; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-03;14:20:30;Dc1VZw2GxF2;3978179975262703990;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3978179975262703990/;2697;1414;;;63;;;1;11;2;54;0;0;3;3;0;45.9%;54.1%;2.34;cabecalho_curtidas_comentarios=46/1;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-03;11:26:37;Dc1BgNyP3K0;3978092457723130548;reel;colaboracao;raphael_valongo;nao;https://www.instagram.com/insights/media/3978092457723130548/;579;373;;;;;;0;0;0;30;72.7%;;;;;;27.3%;5.01;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=0; rotulo_sem_valor_numerico:novos_seguidores=22.2%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-03;08:53:28;Dc0v-ghAAmZ;3978015374581959065;p;colaboracao;brenoalves.92;nao;https://www.instagram.com/insights/media/3978015374581959065/;5557;3900;;;59;;;2;5;0;54;;;60.1%;;;;39.9%;1.06;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=2; rotulo_sem_valor_numerico:novos_seguidores=26.3%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-02;21:20:35;Dczgro-tPe6;3977666632325855162;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3977666632325855162/;1821;1036;;;33;;;1;6;1;26;1;1;5;2;2;52.1%;47.9%;1.81;cabecalho_curtidas_comentarios=24/1;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-02;18:49:32;DczPZVhRCmy;3977590607689558450;reel;colaboracao;forum_de_rh;nao;https://www.instagram.com/insights/media/3977590607689558450/;3326;2264;;;;;;1;18;0;54;41%;;;;;;59%;2.04;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=1; rotulo_sem_valor_numerico:novos_seguidores=33.3%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-02;09:58:01;DcySkdsPcLQ;3977323091540689616;reel;colaboracao;raphael_valongo;nao;https://www.instagram.com/insights/media/3977323091540689616/;394;291;;;;;;0;0;0;23;82%;;;;;;18%;5.84;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=0; rotulo_sem_valor_numerico:novos_seguidores=0%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-01;11:07:49;Dcv1w1jvZT2;3976633448499352822;reel;colaboracao;raphael_valongo;nao;https://www.instagram.com/insights/media/3976633448499352822/;763;530;;;;;;3;1;0;25;70%;;;;;;30%;3.8;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=3; rotulo_sem_valor_numerico:novos_seguidores=12%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-01;08:19:34;DcvigiDmx09;3976548765163789629;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3976548765163789629/;16473;7214;;;755;;;13;327;30;504;12;12;70;52;6;46.7%;53.3%;4.58;cabecalho_curtidas_comentarios=369/13;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
