periodo_fonte;data_publicacao;hora_publicacao;shortcode;media_id;tipo_midia;vinculo;parceiro_coautores;promovido;url;visualizacoes;visualizadores;contas_meta_alcancadas;interacoes_raw;interacoes_posts_raw;interacoes_reels_raw;curtidas_raw;comentarios_raw;compartilhamentos_raw;salvamentos_raw;contas_com_engajamento_raw;novos_seguidores_raw;novos_seguidores_normalizado;atividade_do_perfil_raw;visitas_ao_perfil_raw;toques_em_links_externos_raw;pct_seguidores_alcance_raw;pct_nao_seguidores_alcance_raw;taxa_interacao_pct_raw;metricas_ausentes;notas;source_path;source_blob_sha;status_validacao
2026-09-01_a_2026-09-14;2026-09-11;19:26:44;DdKezwboG0y;3984132318454377778;p;colaboracao;simpleagro;nao;https://www.instagram.com/insights/media/3984132318454377778/;3098;1220;;;78;;;0;6;1;70;;;57.8%;;;;42.2%;2.52;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=0; rotulo_sem_valor_numerico:novos_seguidores=24%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-11;17:59:40;DdKU1-hgQAq;3984088490559209514;reel;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3984088490559209514/;2069;1126;;;;;;3;3;0;30;1;1;;40.4%;;;59.6%;1.74;cabecalho_curtidas_comentarios=29/3;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-11;16:56:38;DdKNoY5AEaq;3984056770472461994;reel;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3984056770472461994/;3254;1986;;;;;;0;5;0;93;1;1;;44%;;;56%;3.01;cabecalho_curtidas_comentarios=90/0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-11;16:10:27;DdKIWFpGtIH;3984033522621534727;p;colaboracao;sudoexpo.oficial;nao;https://www.instagram.com/insights/media/3984033522621534727/;6532;3002;;;245;;;3;15;3;226;;;51.8%;;;;48.2%;3.75;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=3; rotulo_sem_valor_numerico:novos_seguidores=33%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-11;15:09:05;DdKBUlHg4h_;3984002632653179007;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3984002632653179007/;9379;5228;;;155;;;20;18;0;119;3;3;51;48;0;35%;65%;1.65;cabecalho_curtidas_comentarios=113/20;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-11;14:48:23;DdJ-9EmSBdB;3983992221094909761;reel;colaboracao;ambifort;nao;https://www.instagram.com/insights/media/3983992221094909761/;3225;1112;;;;;;0;2;0;140;64.4%;;;;;;35.6%;4.43;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=0; rotulo_sem_valor_numerico:novos_seguidores=38.9%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-11;12:22:53;DdJuTR_OMDD;3983918980509778115;reel;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3983918980509778115/;1837;1202;;;;;;3;3;1;33;1;1;;39.1%;;;60.9%;2.01;cabecalho_curtidas_comentarios=30/3;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-11;12:02:02;DdJr6lFxswG;3983908486940904454;reel;colaboracao;futuraimoveis_rv;nao;https://www.instagram.com/insights/media/3983908486940904454/;2317;1533;;;;;;10;38;1;75;35.5%;;;;;;64.5%;5.78;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=10; rotulo_sem_valor_numerico:novos_seguidores=43.2%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-11;03:22:38;DdIweZTRkSF;3983647065392956549;reel;colaboracao;sudoexpo.oficial;nao;https://www.instagram.com/insights/media/3983647065392956549/;3688;2399;;;;;;4;36;1;97;31.6%;;;;;;68.4%;3.61;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=4; rotulo_sem_valor_numerico:novos_seguidores=40%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-10;22:35:06;DdIPkcum3wF;3983502345854745605;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3983502345854745605/;6166;2909;;;127;;;0;54;4;115;2;2;20;17;1;44.6%;55.4%;2.06;cabecalho_curtidas_comentarios=68/0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-10;18:02:16;DdHwWIKAYbH;3983365022251321031;reel;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3983365022251321031/;1694;1074;;;;;;2;1;0;32;1;1;;32.6%;;;67.4%;1.89;cabecalho_curtidas_comentarios=29/2;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-10;17:02:38;DdHpheEGqK7;3983335015363289787;p;colaboracao;sudoexpo.oficial;nao;https://www.instagram.com/insights/media/3983335015363289787/;4825;2370;;;94;;;1;8;0;89;;;50.5%;;;;49.5%;1.95;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=1; rotulo_sem_valor_numerico:novos_seguidores=41.7%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-10;15:04:14;DdHb-QSA-Yk;3983275420777965092;reel;colaboracao;sudoexpo.oficial;nao;https://www.instagram.com/insights/media/3983275420777965092/;2306;1418;;;;;;2;1;1;38;48.3%;;;;;;51.7%;1.91;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=2; rotulo_sem_valor_numerico:novos_seguidores=22%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-10;11:54:56;DdHGTtXOHYI;3983180138089575944;reel;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3983180138089575944/;2296;1560;;;;;;0;4;1;71;4;4;;38.3%;;;61.7%;3.18;cabecalho_curtidas_comentarios=67/0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-10;10:05:07;DdG5vckRIDL;3983124869595562187;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3983124869595562187/;6257;3418;;;108;;;6;18;1;91;3;3;28;23;2;44.6%;55.4%;1.73;cabecalho_curtidas_comentarios=80/6;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-10;09:39:12;DdG2xo0g7H-;3983111826052461054;reel;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3983111826052461054/;3483;2175;;;;;;2;11;2;85;2;2;;39.6%;;;60.4%;2.61;cabecalho_curtidas_comentarios=73/2;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-10;00:53:31;DdF6nVitWpT;3982847235367201363;reel;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3982847235367201363/;4581;2840;;;;;;8;22;3;155;3;3;;49.5%;;;50.5%;4.1;cabecalho_curtidas_comentarios=140/8;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;23:15:04;DdFvWYTt-Tt;3982797691594204397;reel;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3982797691594204397/;4204;2603;;;;;;5;18;2;124;2;2;;45.4%;;;54.6%;3.43;cabecalho_curtidas_comentarios=111/5;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;22:40:51;DdFrbu6GzuQ;3982780467271908240;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3982780467271908240/;14153;6040;;;461;;;12;157;8;406;6;6;75;53;16;49.9%;50.1%;3.26;cabecalho_curtidas_comentarios=278/12;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;20:39:56;DdFdmIZttLZ;3982719609189356249;reel;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3982719609189356249/;5272;3109;;;;;;2;17;4;173;2;2;;43%;;;57%;3.6;cabecalho_curtidas_comentarios=156/2;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;19:38:55;DdFWnN_PIwX;3982688897581485079;reel;colaboracao;raphael_valongo;nao;https://www.instagram.com/insights/media/3982688897581485079/;1134;649;;;;;;5;0;0;55;89.7%;;;;;;10.3%;5.2;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=5; rotulo_sem_valor_numerico:novos_seguidores=20%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;19:09:26;DdFTPT0A6Ae;3982674060428681246;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3982674060428681246/;3241;1728;;;28;;;1;4;0;24;1;1;2;1;0;41.3%;58.7%;0.86;cabecalho_curtidas_comentarios=20/1;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;16:37:58;DdFB51QG1ab;3982597817714300571;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3982597817714300571/;4989;2488;;;63;;;0;11;0;58;0;0;6;6;0;44.9%;55.1%;1.26;cabecalho_curtidas_comentarios=50/0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;11:59:52;DdEiFACRYd2;3982457847719233398;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3982457847719233398/;5585;2897;;;121;;;2;21;0;105;0;0;17;16;1;46.1%;53.9%;2.17;cabecalho_curtidas_comentarios=90/2;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;15:08:10;DdE3oLJAJHT;3982552623801733587;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3982552623801733587/;5911;3542;;;104;;;3;7;0;92;3;3;14;11;0;51.1%;48.9%;1.76;cabecalho_traz_comentarios=3;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;13:42:30;DdEt0rCNQ2D;3982509502216080771;reel;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3982509502216080771/;4548;2544;;;;;;6;75;5;164;0;0;;38.3%;;;61.7%;4.68;cabecalho_curtidas_comentarios=123/6;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;13:02:49;DdEpSEvus9p;3982489532455636841;p;colaboracao;portalnoticiasgoias;nao;https://www.instagram.com/insights/media/3982489532455636841/;2206;1404;;;19;;;2;4;1;14;;;42.1%;;;;57.9%;0.86;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=2; rotulo_sem_valor_numerico:novos_seguidores=71.4%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;12:38:56;DdEmjK1EYQr;3982477513079227435;p;colaboracao;inovarioverde;nao;https://www.instagram.com/insights/media/3982477513079227435/;4700;2272;;;86;;;9;19;0;53;;;49.3%;;;;50.7%;1.83;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=9; rotulo_sem_valor_numerico:novos_seguidores=27%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;10:37:32;DdEYqAjlLOl;3982416410433598373;reel;colaboracao;portalpanorama;nao;https://www.instagram.com/insights/media/3982416410433598373/;1940;1414;;;;;;1;0;1;29;21.9%;;;;;;78.1%;1.55;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=1; rotulo_sem_valor_numerico:novos_seguidores=17.9%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;10:15:02;DdEWFKxmy3s;3982405082692660716;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3982405082692660716/;462;209;;;10;;;0;1;0;8;0;0;;1;0;90%;10%;2.16;cabecalho_curtidas_comentarios=7/0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;09:09:57;DdEOoeIA-Sy;3982372324279313586;p;colaboracao;jessicaasantosoficial;nao;https://www.instagram.com/insights/media/3982372324279313586/;905;445;;;136;;;95;2;1;39;;;79.8%;;;;20.2%;15.03;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=95; rotulo_sem_valor_numerico:novos_seguidores=9+; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-09;06:00:34;DdD49Zym7Mn;3982277005710963495;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3982277005710963495/;2700;1212;;;34;;;0;6;1;30;0;0;15;14;1;46.4%;53.6%;1.26;cabecalho_curtidas_comentarios=27/0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-08;20:40:18;DdC416etoOC;3981995016078132098;reel;colaboracao;onofrearantes;nao;https://www.instagram.com/insights/media/3981995016078132098/;1874;1370;;;;;;0;8;1;41;35.3%;;;;;;64.7%;2.56;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=0; rotulo_sem_valor_numerico:novos_seguidores=48.6%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-08;14:28:54;DdCOVv_C4E0;3981808087832690996;reel;colaboracao;tvsucessoband;nao;https://www.instagram.com/insights/media/3981808087832690996/;1161;804;;;;;;1;3;0;29;30.4%;;;;;;69.6%;2.76;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=1; rotulo_sem_valor_numerico:novos_seguidores=30.8%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-08;14:03:15;DdCLZybG5H0;3981795171189363188;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3981795171189363188/;434;212;;;6;;;0;0;0;6;0;0;;1;0;88%;12%;1.38;cabecalho_traz_comentarios=0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-08;10:37:56;DdBz6CURtK1;3981691834161615541;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3981691834161615541/;12633;6038;;;1618;;;902;133;35;609;229;229;306;71;6;41.9%;58.1%;12.81;cabecalho_curtidas_comentarios=529/902;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-08;10:01:27;DdBvu4bmxMN;3981673475446870797;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3981673475446870797/;1130;473;;;31;;;1;0;0;28;0;0;8;7;1;91%;9%;2.74;cabecalho_curtidas_comentarios=27/1;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-08;08:11:02;DdBjGEym9yG;3981617894661020806;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3981617894661020806/;8421;2826;;;159;;;6;42;1;109;4;4;18;12;2;42%;58%;1.89;cabecalho_curtidas_comentarios=96/6;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-08;08:00:23;DdBh4HAGzy2;3981612536915770550;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3981612536915770550/;2660;1388;;;49;;;1;12;0;42;0;0;22;13;9;51.8%;48.2%;1.84;cabecalho_curtidas_comentarios=35/1;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-08;06:03:01;DdBUceIG8ZI;3981553462996092488;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3981553462996092488/;1161;638;;;16;;;0;2;0;13;0;0;13;12;1;66.8%;33.2%;1.38;cabecalho_traz_comentarios=0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-07;17:38:05;Dc__Me5v2ff;3981178530363828191;reel;colaboracao;gruposalus.rh;nao;https://www.instagram.com/insights/media/3981178530363828191/;2268;1483;;;;;;6;7;1;94;60.6%;;;;;;39.4%;5.2;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=6; rotulo_sem_valor_numerico:novos_seguidores=18.8%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-07;16:29:33;Dc_3WgKgiL2;3981144034541445878;reel;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3981144034541445878/;53845;;;97;;;;1;12;3;85;35;35;;5.7%;;;94.3%;0.18;cabecalho_traz_comentarios=1;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-07;16:02:32;Dc_0Qpzv_EK;3981130438440644874;reel;colaboracao;onofrearantes;nao;https://www.instagram.com/insights/media/3981130438440644874/;618;436;;;;;;1;6;1;20;64.9%;;;;;;35.1%;4.69;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=1; rotulo_sem_valor_numerico:novos_seguidores=23.1%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-06;13:19:55;Dc882sqOh4s;3980323812284177964;reel;colaboracao;aplausoaudiovisual;nao;https://www.instagram.com/insights/media/3980323812284177964/;963;396;;;;;;0;1;0;18;78.2%;;;;;;21.8%;1.87;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=0; rotulo_sem_valor_numerico:novos_seguidores=0%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-05;12:21:18;Dc6RWcvjngh;3979569530217068577;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3979569530217068577/;3371;1666;;;93;;;3;0;0;90;3;3;5;2;0;86.3%;13.7%;2.76;cabecalho_curtidas_comentarios=88/3;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-05;11:40:41;Dc6Ms-bvK-T;3979549087987707795;reel;colaboracao;raphael_valongo;nao;https://www.instagram.com/insights/media/3979549087987707795/;800;548;;;;;;2;0;0;27;71.4%;;;;;;28.6%;3.62;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=2; rotulo_sem_valor_numerico:novos_seguidores=17.4%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-04;20:17:05;Dc4jAUhG6O3;3979084224440017847;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3979084224440017847/;5145;2338;;;52;;;0;13;0;42;0;0;9;5;4;39.4%;60.6%;1.01;cabecalho_curtidas_comentarios=37/0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-04;19:14:20;Dc4b0uqG1QH;3979052641548981255;p;proprio;nao;nao_informado;https://www.instagram.com/insights/media/3979052641548981255/;591;257;;;5;;;0;0;0;5;0;0;1;1;0;83.8%;16.2%;0.85;cabecalho_curtidas_comentarios=5/0;;000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
2026-09-01_a_2026-09-14;2026-09-04;14:37:33;Dc38Jj4xAVM;3978913335604413772;reel;colaboracao;gruposalus.rh;nao;https://www.instagram.com/insights/media/3978913335604413772/;2196;1380;;;;;;1;12;1;31;43.2%;;;;;;56.8%;1.68;atividade_do_perfil, novos_seguidores;"cabecalho_traz_comentarios=1; rotulo_sem_valor_numerico:novos_seguidores=0%; rotulo_sem_valor_numerico:atividade_do_perfil=--";000-Arquivos-originais/Dados para mega-relatório pós Sudoexpo/Redes sociais/instagram_acirvoficial_insights_setembro_2026.xlsx;993eb1eaab95589148903864c883937571951848;parcial_setembro_com_quebra_de_schema
